AIRLINE_ID,CARRIER,CARRIER_ENTITY,CARRIER_NAME,UNIQUE_CARRIER,UNIQUE_CARRIER_ENTITY,UNIQUE_CARRIER_NAME,WAC,CARRIER_GROUP,CARRIER_GROUP_NEW,REGION,START_DATE_SOURCE,THRU_DATE_SOURCE
19031,MAC,30550,Mackey International Inc.,MAC,30550,Mackey International Inc.,10,1,6,Domestic,1/1/60,12/31/82
19032,XY,4530,Munz Northern Airlines Inc.,XY,4530,Munz Northern Airlines Inc.,10,1,1,Domestic,1/1/60,9/30/83
19033,COC,30337,Cochise Airlines Inc.,COC,30337,Cochise Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/84
19034,GSA,37760,Golden Gate Airlines Inc.,GSA,37760,Golden Gate Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/84
19035,RZZ,30012,Aeromech Inc.,RZZ,30012,Aeromech Inc.,10,1,6,Domestic,1/1/60,12/31/84
19036,GLW,30474,Golden West Airlines Co.,GLW,30474,Golden West Airlines Co.,10,1,6,Domestic,1/1/60,12/31/85
19037,PRN,30657,Puerto Rico Intl Airlines,PRN,30657,Puerto Rico Intl Airlines,10,1,6,Domestic,1/1/60,12/31/85
19038,STZ,30780,Air America Inc.,STZ,30780,Air America Inc.,10,1,6,Domestic,1/1/60,12/31/85
19039,SWT,30795,Swift Aire Lines Inc.,SWT,30795,Swift Aire Lines Inc.,10,1,6,Domestic,1/1/60,12/31/85
19040,TSF,37868,American Central Airlines,TSF,37868,American Central Airlines,10,1,6,Domestic,1/1/60,12/31/85
19041,VEZ,37895,Valdez Airlines,VEZ,37895,Valdez Airlines,10,1,6,Domestic,1/1/60,12/31/85
19042,WEB,30911,Southeast Alaska Airlines,WEB,30911,Southeast Alaska Airlines,10,1,6,Domestic,1/1/60,12/31/85
19043,AAR,30159,Altair Airlines Inc.,AAR,30159,Altair Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/86
19044,CHI,30336,Chitina Air Service,CHI,30336,Chitina Air Service,10,1,6,Domestic,1/1/60,12/31/86
19045,MRC,30552,Marco Island Airways Inc.,MRC,30552,Marco Island Airways Inc.,10,1,6,Domestic,1/1/60,12/31/86
19046,OHZ,30297,Caribbean Air Services Inc.,OHZ,30297,Caribbean Air Services Inc.,10,1,6,Domestic,1/1/60,12/31/86
19047,PRO,37612,Sundance Airlines,PRO,37612,Sundance Airlines,10,1,6,Domestic,1/1/60,12/31/86
19048,SAI,37817,Seair Alaska Airlines Inc.,SAI,37817,Seair Alaska Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/86
19049,SLZ,30770,Southeast Airlines Inc.,SLZ,30770,Southeast Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/86
19050,AAZ,30126,Alaska Aeronautical Indust.,AAZ,30126,Alaska Aeronautical Indust.,10,1,6,Domestic,1/1/60,12/31/87
19051,IMP,30500,Imperial Airlines Inc.,IMP,30500,Imperial Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/87
19052,TWA,37637,Trans Western Airlines Utah,TWA,37637,Trans Western Airlines Utah,10,1,6,Domestic,1/1/60,12/31/87
19053,WRT,37994,Wright Airlines Inc.,WRT,37994,Wright Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/87
19054,COL,30342,Presidential Express,COL,30342,Presidential Express,10,1,6,Domestic,1/1/60,12/31/88
19055,MVA,30580,Mississippi Valley Airlines,MVA,30580,Mississippi Valley Airlines,10,1,6,Domestic,1/1/60,12/31/89
19056,CHL,37762,Channel Flying Inc.,CHL,37762,Channel Flying Inc.,10,1,6,Domestic,1/1/60,12/31/90
19057,JCZ,30682,Rocky Mountain Airways Inc.,JCZ,30682,Rocky Mountain Airways Inc.,10,1,6,Domestic,1/1/60,12/31/90
19058,MIS,30560,Midstate Airlines Inc.,MIS,30560,Midstate Airlines Inc.,10,1,6,Domestic,1/1/60,12/31/90
19059,STG,30715,Sedalia Marshall Boonvl Stg,STG,30715,Sedalia Marshall Boonvl Stg,10,1,6,Domestic,1/1/60,12/31/90
19060,CKI,30353,Inlet Airlines,CKI,30353,Inlet Airlines,10,1,6,Domestic,1/1/60,12/31/91
19061,CMD,30352,Command Airways Inc.,CMD,30352,Command Airways Inc.,10,1,6,Domestic,1/1/60,12/31/91
19062,EMA,37763,Emerald Airlines,EMA,37763,Emerald Airlines,10,1,6,Domestic,1/1/60,12/31/91
19063,ORI,37888,Orion Air Inc.,ORI,37888,Orion Air Inc.,10,1,6,Domestic,1/1/60,12/31/91
19064,RAN,30670,Pan Am Express,RAN,30670,Pan Am Express,10,1,6,Domestic,1/1/60,12/31/91
19065,AJ,10025,Air Micronesia Inc.,AJ,10025,Air Micronesia Inc.,10,1,1,Pacific,1/1/60,6/30/93
19066,SKI,37887,Sunbird Inc.,SKI,37887,Sunbird Inc.,10,1,6,Domestic,1/1/60,12/31/96
19067,WWI,37849,Wings West Airlines,WWI,37849,Wings West Airlines,10,1,6,Domestic,1/1/60,3/31/98
19068,AND,37899,Southcentral Air Inc.,AND,37899,Southcentral Air Inc.,10,1,6,Domestic,1/1/60,6/30/00
19069,ACG,37944,Air Cargo Express Inc.,ACG,37944,Air Cargo Express Inc.,10,1,6,Domestic,1/1/60,12/31/01
19070,AAA,30861,Associated Aviation Act.,AAA,30861,Associated Aviation Act.,10,1,6,Domestic,1/1/60,9/30/02
19071,AAB,30201,Antilles Air Boats Inc.,AAB (1),30201,Antilles Air Boats Inc.,10,1,6,Domestic,1/1/60,9/30/02
19072,AAE,37700,AAA Airlines,AAE,37700,AAA Airlines,10,1,6,Domestic,1/1/60,9/30/02
19073,AAL,37724,Argosy Air Lines Inc.,AAL,37724,Argosy Air Lines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19074,ABH,37793,Air Bahia,ABH,37793,Air Bahia,10,1,6,Domestic,1/1/60,9/30/02
19075,ABI,37747,Airbama Incorporated,ABI,37747,Airbama Incorporated,10,1,6,Domestic,1/1/60,9/30/02
19076,ABO,37942,Aeronaves Boringuena Inc.,ABO,37942,Aeronaves Boringuena Inc.,10,1,6,Domestic,1/1/60,9/30/02
19077,ACA,37680,Alaska Central Airways Inc.,ACA,37680,Alaska Central Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19078,ACH,37701,Island Airlines Hawaii Inc.,ACH,37701,Island Airlines Hawaii Inc.,10,1,6,Domestic,1/1/60,9/30/02
19079,ACI,37885,AAA-Action Air Carrier Inc.,ACI,37885,AAA-Action Air Carrier Inc.,10,1,6,Domestic,1/1/60,9/30/02
19080,ACO,37731,Air Cargo Enterprises Inc.,ACO,37731,Air Cargo Enterprises Inc.,10,1,6,Domestic,1/1/60,9/30/02
19081,ACP,37953,Air Chaparral Inc.,ACP,37953,Air Chaparral Inc.,10,1,6,Domestic,1/1/60,9/30/02
19082,ACS,37782,Alamo Commuter Airlines,ACS,37782,Alamo Commuter Airlines,10,1,6,Domestic,1/1/60,9/30/02
19083,ACT,37652,Air Central Inc.,ACT,37652,Air Central Inc. (1),10,1,6,Domestic,1/1/60,9/30/02
19084,ACK,37744,Air Central Inc.,ACK,37744,Air Central Inc.,10,1,6,Domestic,1/1/60,9/30/02
19085,AEC,37915,Astec Air East Inc.,AEC,37915,Astec Air East Inc.,10,1,6,Domestic,1/1/60,9/30/02
19086,AFA,37874,American Flag Airlines Inc.,AFA,37874,American Flag Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19087,AGA,37933,Air Cargo America Inc.,AGA,37933,Air Cargo America Inc.,10,1,6,Domestic,1/1/60,9/30/02
19088,AIA,30145,All Island Air,AIA,30145,All Island Air,10,1,6,Domestic,1/1/60,9/30/02
19089,AIE,37703,Air Express Inc.,AIE,37703,Air Express Inc.,10,1,6,Domestic,1/1/60,9/30/02
19090,AIM,30072,Air Mont. Inc.,AIM,30072,Air Mont. Inc.,10,1,6,Domestic,1/1/60,9/30/02
19091,AIN,37765,Air Indiana,AIN,37765,Air Indiana,10,1,6,Domestic,1/1/60,9/30/02
19092,ALE,37910,Air-Lift Associates Inc.,ALE,37910,Air-Lift Associates Inc.,10,1,6,Domestic,1/1/60,9/30/02
19093,ALI,30139,Brandt Air,ALI,30139,Brandt Air,10,1,6,Domestic,1/1/60,9/30/02
19094,ALL,37886,All Seasons Air Pacific,ALL,37886,All Seasons Air Pacific,10,1,6,Domestic,1/1/60,9/30/02
19095,AMA,37752,North American Airlines Inc.,AMA,37752,North American Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19096,AMI,37772,American Inter-Island Inc.,AMI,37772,American Inter-Island Inc.,10,1,6,Domestic,1/1/60,9/30/02
19097,ANB,37656,Air Nebraska Inc.,ANB,37656,Air Nebraska Inc.,10,1,6,Domestic,1/1/60,9/30/02
19098,ANM,37710,Airways Of New Mexico Inc.,ANM,37710,Airways Of New Mexico Inc.,10,1,6,Domestic,1/1/60,9/30/02
19099,ANO,30089,Metro Air Northeast Vermont,ANO,30089,Metro Air Northeast Vermont,10,1,6,Domestic,1/1/60,9/30/02
19100,ANT,30446,Air North/Nenana,ANT,30446,Air North/Nenana,10,1,6,Domestic,1/1/60,9/30/02
19101,AOI,37950,Trans New York,AOI,37950,Trans New York,10,1,6,Domestic,1/1/60,9/30/02
19102,API,37940,Arizona Pacific Inc.,API,37940,Arizona Pacific Inc.,10,1,6,Domestic,1/1/60,9/30/02
19103,APL,30217,Appalachian Flying Service,APL,30217,Appalachian Flying Service,10,1,6,Domestic,1/1/60,9/30/02
19104,APY,37929,Air Polynesia Inc.,APY,37929,Air Polynesia Inc.,10,1,6,Domestic,1/1/60,9/30/02
19105,ARI,37938,Arizona Aero Corp.,ARI,37938,Arizona Aero Corp.,10,1,6,Domestic,1/1/60,9/30/02
19106,ARN,30228,Arnold Aviation,ARN,30228,Arnold Aviation,10,1,6,Domestic,1/1/60,9/30/02
19107,ARO,37681,Air Oregon,ARO,37681,Air Oregon,10,1,6,Domestic,1/1/60,9/30/02
19108,ARR,37956,Arrowhead Airways Inc.,ARR,37956,Arrowhead Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19109,ASD,30187,Amistad Airlines,ASD,30187,Amistad Airlines,10,1,6,Domestic,1/1/60,9/30/02
19110,ASI,30153,Alpine Air Services Inc.,ASI,30153,Alpine Air Services Inc.,10,1,6,Domestic,1/1/60,9/30/02
19111,ASP,37821,Asap Air Inc.,ASP,37821,Asap Air Inc.,10,1,6,Domestic,1/1/60,9/30/02
19112,AST,30237,Astro Airways,AST,30237,Astro Airways,10,1,6,Domestic,1/1/60,9/30/02
19113,ATN,37740,Air Atlantic Airlines Inc.,ATN,37740,Air Atlantic Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19114,ATO,37905,Pacific National Airways,ATO,37905,Pacific National Airways,10,1,6,Domestic,1/1/60,9/30/02
19115,ATS,37789,Atlantis Airlines Inc.,ATS,37789,Atlantis Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19116,ATT,37757,Aerotransit Inc.,ATT,37757,Aerotransit Inc.,10,1,6,Domestic,1/1/60,9/30/02
19117,ATX,30022,Air Carolina,ATX,30022,Air Carolina,10,1,6,Domestic,1/1/60,9/30/02
19118,AVA,37948,Air Vectors Airways,AVA,37948,Air Vectors Airways,10,1,6,Domestic,1/1/60,9/30/02
19119,AVI,37667,Aero Virgin Islands Corp.,AVI,37667,Aero Virgin Islands Corp.,10,1,6,Domestic,1/1/60,9/30/02
19120,AVS,30251,Aviation Services,AVS,30251,Aviation Services,10,1,6,Domestic,1/1/60,9/30/02
19121,AVZ,30243,Southern Jersey Airways,AVZ,30243,Southern Jersey Airways,10,1,6,Domestic,1/1/60,9/30/02
19122,BAC,30278,Business Aircraft Corp.,BAC,30278,Business Aircraft Corp.,10,1,6,Domestic,1/1/60,9/30/02
19123,BAH,37818,Brennan & Hargreaves Inc.,BAH,37818,Brennan & Hargreaves Inc.,10,1,6,Domestic,1/1/60,9/30/02
19124,BAK,37711,Bankair Inc.,BAK,37711,Bankair Inc.,10,1,6,Domestic,1/1/60,9/30/02
19125,BAR,37819,Bard-Air Corp.,BAR,37819,Bard-Air Corp.,10,1,6,Domestic,1/1/60,9/30/02
19126,BCA,37669,Baja Cortez Airlines,BCA,37669,Baja Cortez Airlines,10,1,6,Domestic,1/1/60,9/30/02
19127,BEN,37826,Bennington Aviation Inc.,BEN,37826,Bennington Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19128,BEY,37844,Beyer Aviation,BEY,37844,Beyer Aviation,10,1,6,Domestic,1/1/60,9/30/02
19129,BHK,30260,Blackhawk Airways Inc.,BHK,30260,Blackhawk Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19130,BHO,37859,Bighorn Airways Inc.,BHO,37859,Bighorn Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19131,BIR,37907,Birchwood Air Service,BIR,37907,Birchwood Air Service,10,1,6,Domestic,1/1/60,9/30/02
19132,BMT,37768,Bremerton Aviation Inc.,BMT,37768,Bremerton Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19133,BOA,37923,Boise Air Service,BOA,37923,Boise Air Service,10,1,6,Domestic,1/1/60,9/30/02
19134,BRO,30266,Brower Airways Inc.,BRO,30266,Brower Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19135,BUR,30275,Burlington Airways Inc.,BUR,30275,Burlington Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19136,CAC,37743,Coleman Air Transport,CAC,37743,Coleman Air Transport,10,1,6,Domestic,1/1/60,9/30/02
19137,CAI,37813,Crawford Aviation Inc.,CAI,37813,Crawford Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19138,CAM,37785,C & M Airlines,CAM,37785,C & M Airlines,10,1,6,Domestic,1/1/60,9/30/02
19139,CAP,37832,Metro Air Northeast N Y,CAP,37832,Metro Air Northeast N Y,10,1,6,Domestic,1/1/60,9/30/02
19140,CAT,30323,Catalina Airlines Inc.,CAT,30323,Catalina Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19141,CAV,37784,Air Virginia,CAV,37784,Air Virginia,10,1,6,Domestic,1/1/60,9/30/02
19142,CBA,37908,Carriba Air Inc.,CBA,37908,Carriba Air Inc.,10,1,6,Domestic,1/1/60,9/30/02
19143,CEN,37937,Cen-Tex Airlines Inc.,CEN,37937,Cen-Tex Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19144,CET,37792,Century Airlines (Cal),CET,37792,Century Airlines (Cal),10,1,6,Domestic,1/1/60,9/30/02
19145,CHD,37872,Chandler Flyer,CHD,37872,Chandler Flyer,10,1,6,Domestic,1/1/60,9/30/02
19146,CHE,30284,Charter Airlines,CHE,30284,Charter Airlines,10,1,6,Domestic,1/1/60,9/30/02
19147,CHF,37689,Hammonds Commuter Air Serv.,CHF,37689,Hammonds Commuter Air Serv.,10,1,6,Domestic,1/1/60,9/30/02
19148,CHO,37957,Choi Aviation Inc.,CHO,37957,Choi Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19149,CHS,37708,Christman Air System,CHS,37708,Christman Air System,10,1,6,Domestic,1/1/60,9/30/02
19150,CIS,37943,Cal Sierra Airlines,CIS,37943,Cal Sierra Airlines,10,1,6,Domestic,1/1/60,9/30/02
19151,CNN,37967,Centennial Airlines,CNN,37967,Centennial Airlines,10,1,6,Domestic,1/1/60,9/30/02
19152,COB,37916,Cotton Belt Aviation Inc.,COB,37916,Cotton Belt Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19153,COK,37880,Coker Aviation Inc.,COK,37880,Coker Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19154,COM,37806,Commutair,COM,37806,Commutair,10,1,6,Domestic,1/1/60,9/30/02
19155,COR,37831,Coral Air Inc.,COR,37831,Coral Air Inc.,10,1,6,Domestic,1/1/60,9/30/02
19156,COS,37707,Cosmopolitan Comm. Airline,COS,37707,Cosmopolitan Comm. Airline,10,1,6,Domestic,1/1/60,9/30/02
19157,COT,30339,Southeastern Commuter,COT,30339,Southeastern Commuter,10,1,6,Domestic,1/1/60,9/30/02
19158,COU,37801,Courtesy Air Service Inc.,COU,37801,Courtesy Air Service Inc.,10,1,6,Domestic,1/1/60,9/30/02
19159,CPA,30287,Capitol Air Lines,CPA,30287,Capitol Air Lines,10,1,6,Domestic,1/1/60,9/30/02
19160,CPC,37704,Coastal Plains Commuter Inc.,CPC,37704,Coastal Plains Commuter Inc.,10,1,6,Domestic,1/1/60,9/30/02
19161,CRA,30357,Commuter Airlines,CRA,30357,Commuter Airlines,10,1,6,Domestic,1/1/60,9/30/02
19162,CRN,37672,Crown Aviaiton Inc.,CRN,37672,Crown Aviaiton Inc.,10,1,6,Domestic,1/1/60,9/30/02
19163,CRO,30372,Crown Airways Inc.,CRO,30372,Crown Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19164,CRT,37696,Crested Butte Air Service,CRT,37696,Crested Butte Air Service,10,1,6,Domestic,1/1/60,9/30/02
19165,CSK,30327,Catskill Airways Inc.,CSK,30327,Catskill Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19166,CTA,37709,Century Airlines,CTA,37709,Century Airlines,10,1,6,Domestic,1/1/60,9/30/02
19167,CTH,37773,Cothron Aviation,CTH,37773,Cothron Aviation,10,1,6,Domestic,1/1/60,9/30/02
19168,CVA,30321,Catalina-Vegas Airlines,CVA,30321,Catalina-Vegas Airlines,10,1,6,Domestic,1/1/60,9/30/02
19169,DAN,37882,Danbury Airlines,DAN,37882,Danbury Airlines,10,1,6,Domestic,1/1/60,9/30/02
19170,DEA,30397,Downeast Airlines Inc.,DEA,30397,Downeast Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19171,DEC,37812,Decatur Aviation,DEC,37812,Decatur Aviation,10,1,6,Domestic,1/1/60,9/30/02
19172,DHL,37919,DHL Airlines Inc.,DHL,37919,DHL Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19173,DIC,37879,Dickman Aviation Services,DIC,37879,Dickman Aviation Services,10,1,6,Domestic,1/1/60,9/30/02
19174,DPA,37788,Desert Pacific Airways,DPA,37788,Desert Pacific Airways,10,1,6,Domestic,1/1/60,9/30/02
19175,DPI,37814,Desert Pacific Airlines Inc.,DPI,37814,Desert Pacific Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19176,DST,37853,Desert Airlines,DST,37853,Desert Airlines,10,1,6,Domestic,1/1/60,9/30/02
19177,EAI,37865,Executive Aviation Inc.,EAI,37865,Executive Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19178,EAS,30402,Eastern Caribbean Airways,EAS,30402,Eastern Caribbean Airways,10,1,6,Domestic,1/1/60,9/30/02
19179,ECI,37851,Eastern Carolina Aviation,ECI,37851,Eastern Carolina Aviation,10,1,6,Domestic,1/1/60,9/30/02
19180,EDE,37692,Ede Aire,EDE,37692,Ede Aire,10,1,6,Domestic,1/1/60,9/30/02
19181,EFA,37770,Executive Four Winds,EFA,37770,Executive Four Winds,10,1,6,Domestic,1/1/60,9/30/02
19182,EGL,37658,Eagle Commuter Airlines Inc.,EGL,37658,Eagle Commuter Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19183,EHA,37778,East Hampton Aire Inc.,EHA,37778,East Hampton Aire Inc.,10,1,6,Domestic,1/1/60,9/30/02
19184,EIA,37751,East. Indiana Aviation Sale,EIA,37751,East. Indiana Aviation Sale,10,1,6,Domestic,1/1/60,9/30/02
19185,EKA,30412,Air Pacific Inc.,EKA,30412,Air Pacific Inc.,10,1,6,Domestic,1/1/60,9/30/02
19186,ERI,37931,Erie Airways Inc.,ERI,37931,Erie Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19187,ERO,37840,Empire Aero Service,ERO,37840,Empire Aero Service,10,1,6,Domestic,1/1/60,9/30/02
19188,EVA,37961,Evanston Aviation,EVA,37961,Evanston Aviation,10,1,6,Domestic,1/1/60,9/30/02
19189,FAR,37901,Federal Armored Service Inc.,FAR,37901,Federal Armored Service Inc.,10,1,6,Domestic,1/1/60,9/30/02
19190,FBI,37823,Young Flying Service,FBI,37823,Young Flying Service,10,1,6,Domestic,1/1/60,9/30/02
19191,FCA,37914,Southern Airlines Inc.,FCA,37914,Southern Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19192,FDA,30438,Florida Airlines Inc.,FDA,30438,Florida Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19193,FDM,37830,Freedom Airlines Inc.,FDM,37830,Freedom Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19194,FLM,37653,Flamenco Airways Inc.,FLM,37653,Flamenco Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
19195,FOR,37730,Ford-Aire Inc.,FOR,37730,Ford-Aire Inc.,10,1,6,Domestic,1/1/60,9/30/02
19196,FOS,30447,Foster Aviation,FOS,30447,Foster Aviation,10,1,6,Domestic,1/1/60,9/30/02
19197,FVA,37678,Skycraft Inc.,FVA,37678,Skycraft Inc.,10,1,6,Domestic,1/1/60,9/30/02
19198,FWA,37781,Far West Airlines,FWA,37781,Far West Airlines,10,1,6,Domestic,1/1/60,9/30/02
19199,GAS,30453,General Aviation Inc.,GAS,30453,General Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19200,GAV,37867,Gromer Aviation Inc.,GAV,37867,Gromer Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19201,GBA,37726,Central States Airline,GBA,37726,Central States Airline,10,1,6,Domestic,1/1/60,9/30/02
19202,GCA,37856,Golden Carriage Aire,GCA,37856,Golden Carriage Aire,10,1,6,Domestic,1/1/60,9/30/02
19203,GCS,30450,Midway Commuter,GCS,30450,Midway Commuter,10,1,6,Domestic,1/1/60,9/30/02
19204,GHA,37745,Green Hills Aviation Ltd.,GHA,37745,Green Hills Aviation Ltd.,10,1,6,Domestic,1/1/60,9/30/02
19205,GMA,37790,Green Mountain Airlines Ltd.,GMA,37790,Green Mountain Airlines Ltd.,10,1,6,Domestic,1/1/60,9/30/02
19206,GOF,37852,Copper State Airlines,GOF,37852,Copper State Airlines,10,1,6,Domestic,1/1/60,9/30/02
19207,GRO,30477,Isle Royale Seaplane Serv.,GRO,30477,Isle Royale Seaplane Serv.,10,1,6,Domestic,1/1/60,9/30/02
19208,GSL,37769,Golden South Airlines Inc.,GSL,37769,Golden South Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19209,GUL,30484,Gull Air Inc.,GUL,30484,Gull Air Inc.,10,1,6,Domestic,1/1/60,9/30/02
19210,GUN,37794,Gunnel Aviation Inc.,GUN,37794,Gunnel Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19211,GWE,30686,Ross Aviation Inc.,GWE,30686,Ross Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19212,HEU,30501,Heussler Air Service Corp,HEU,30501,Heussler Air Service Corp,10,1,6,Domestic,1/1/60,9/30/02
19213,HFS,37632,Hensley Flying Service Inc.,HFS,37632,Hensley Flying Service Inc.,10,1,6,Domestic,1/1/60,9/30/02
19214,HMZ,30595,Long Island Airlines,HMZ,30595,Long Island Airlines,10,1,6,Domestic,1/1/60,9/30/02
19215,HOL,37787,Holiday Airlines Inc.,HOL,37787,Holiday Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19216,HOR,30496,Iowa Airlines,HOR,30496,Iowa Airlines,10,1,6,Domestic,1/1/60,9/30/02
19217,HPZ,30215,Pacific Coast Airlines,HPZ,30215,Pacific Coast Airlines,10,1,6,Domestic,1/1/60,9/30/02
19218,HRA,30495,Trans-National Airlines Haw,HRA,30495,Trans-National Airlines Haw,10,1,6,Domestic,1/1/60,9/30/02
19219,HSZ,30710,Scenic Airlines Inc.,HSZ,30710,Scenic Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19220,HUB,30497,Skystream Airlines,HUB,30497,Skystream Airlines,10,1,6,Domestic,1/1/60,9/30/02
19221,HWK,37774,Hawking Corporation,HWK,37774,Hawking Corporation,10,1,6,Domestic,1/1/60,9/30/02
19222,HYA,30502,Hyannis Aviation,HYA,30502,Hyannis Aviation,10,1,6,Domestic,1/1/60,9/30/02
19223,ICF,37783,Iowa City Flying Service,ICF,37783,Iowa City Flying Service,10,1,6,Domestic,1/1/60,9/30/02
19224,III,37834,Idee Industries Inc.,III,37834,Idee Industries Inc.,10,1,6,Domestic,1/1/60,9/30/02
19225,INA,37748,Inland Empire Airlines Inc.,INA,37748,Inland Empire Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19226,IND,37753,Indiana Airways Inc. (Pa),IND,37753,Indiana Airways Inc. (Pa),10,1,6,Domestic,1/1/60,9/30/02
19227,IPI,37736,Indo-Pacific International,IPI,37736,Indo-Pacific International,10,1,6,Domestic,1/1/60,9/30/02
19228,ISL,30754,Island Airlines,ISL,30754,Island Airlines,10,1,6,Domestic,1/1/60,9/30/02
19229,JAM,37767,Sunbelt Airlines Inc.,JAM,37767,Sunbelt Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19230,JCM,37848,Air Chico,JCM,37848,Air Chico,10,1,6,Domestic,1/1/60,9/30/02
19231,JER,37838,Jer-Don Air,JER,37838,Jer-Don Air,10,1,6,Domestic,1/1/60,9/30/02
19232,KAI,37798,Knight Airlines Inc.,KAI,37798,Knight Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19233,KEE,30528,Key Airlines,KEE,30528,Key Airlines,10,1,6,Domestic,1/1/60,9/30/02
19234,KWZ,30394,Crown Air,KWZ,30394,Crown Air,10,1,6,Domestic,1/1/60,9/30/02
19235,KXZ,37635,Chaparral Airlines Inc.,KXZ,37635,Chaparral Airlines Inc.,10,1,6,Domestic,1/1/60,9/30/02
19236,LAN,37946,Lancer Aviation Inc.,LAN,37946,Lancer Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19237,LAW,30541,Lawrence Aviation,LAW,30541,Lawrence Aviation,10,1,6,Domestic,1/1/60,9/30/02
19238,LHA,30533,Havasu Airlines,LHA,30533,Havasu Airlines,10,1,6,Domestic,1/1/60,9/30/02
19239,LLA,37873,Lakeland Aviation,LLA,37873,Lakeland Aviation,10,1,6,Domestic,1/1/60,9/30/02
19240,LOS,30567,Aero Commuter,LOS,30567,Aero Commuter,10,1,6,Domestic,1/1/60,9/30/02
19241,LVA,37723,Las Vegas Airlines,LVA,37723,Las Vegas Airlines,10,1,6,Domestic,1/1/60,9/30/02
19242,MAG,37829,Magum Airlines,MAG,37829,Magum Airlines,10,1,6,Domestic,1/1/60,9/30/02
19243,MAI,37694,The Maui Commuter,MAI,37694,The Maui Commuter,10,1,6,Domestic,1/1/60,9/30/02
19244,MAR,37786,Marshall's Air Inc.,MAR,37786,Marshall's Air Inc.,10,1,6,Domestic,1/1/60,9/30/02
19245,MAX,37845,Maxair Inc.,MAX,37845,Maxair Inc.,10,1,6,Domestic,1/1/60,9/30/02
19246,MCO,37958,Mid Continental Airlines In,MCO,37958,Mid Continental Airlines In,10,1,6,Domestic,1/1/60,9/30/02
19247,MDU,37951,Metro Airlines,MDU,37951,Metro Airlines,10,1,6,Domestic,1/1/60,9/30/02
19248,MET,37815,Metroplex Airlines,MET,37815,Metroplex Airlines,10,1,6,Domestic,1/1/60,9/30/02
19249,MIY,37883,Midway Aviation Inc.,MIY,37883,Midway Aviation Inc.,10,1,6,Domestic,1/1/60,9/30/02
19250,MLL,37684,Miller Air Transportersinc,MLL,37684,Miller Air Transportersinc,10,1,6,Domestic,1/1/60,9/30/02
19251,MMH,30590,Ocean Airways Inc.,MMH,30590,Ocean Airways Inc.,10,1,6,Domestic,1/1/60,9/30/02
