 total_passengers 
------------------
          2772143
(1 row)

         city_name         | state_name | airport_code |                      airline_name                       | passengers 
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   15210
 Colorado Springs, CO      | Colorado   | COS      | American Airlines Inc.                                  |       0
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   28560
 Colorado Springs, CO      | Colorado   | COS      | SkyWest Airlines Inc.                                   |       0
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   33389
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |    4682
 Denver, CO                | Colorado   | DEN      | SkyWest Airlines Inc.                                   |       0
 Denver, CO                | Colorado   | DEN      | SkyWest Airlines Inc.                                   |       0
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |    9744
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   92042
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   29343
 Denver, CO                | Colorado   | DEN      | Delta Air Lines Inc.                                    |   14547
 Denver, CO                | Colorado   | DEN      | United Air Lines Inc.                                   |   28347
 Denver, CO                | Colorado   | DEN      | Delta Air Lines Inc.                                    |    8777
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   35007
 Denver, CO                | Colorado   | DEN      | United Air Lines Inc.                                   |   12202
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   55050
 Aspen, CO                 | Colorado   | ASE      | SkyWest Airlines Inc.                                   |       0
 Denver, CO                | Colorado   | DEN      | SkyWest Airlines Inc.                                   |       0
 Denver, CO                | Colorado   | DEN      | American Airlines Inc.                                  |    4059
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   22029
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   39128
 Denver, CO                | Colorado   | DEN      | American Airlines Inc.                                  |    6733
 Denver, CO                | Colorado   | DEN      | United Air Lines Inc.                                   |   66501
 Denver, CO                | Colorado   | DEN      | Southwest Airlines Co.                                  |   28035
(988 rows)

   sum   
---------
 2735752
(1 row)

         origin_city          | origin_state |         dest_city         |                      carrier_name                       | passengers 
------------------------------+--------------+---------------------------+---------------------------------------------------------+------------
 Long Beach, CA               | CA           | Denver, CO                | JetBlue Airways                                         |        146
 San Francisco, CA            | CA           | Denver, CO                | Virgin America                                          |        119
 Des Moines, IA               | IA           | Denver, CO                | Tradewind Aviation                                      |          2
 Dickinson, ND                | ND           | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         35
 St. Louis, MO                | MO           | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         38
 CONCORD, NC                  | NC           | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |          0
 Atlanta, GA                  | GA           | Denver, CO                | Ameristar Air Cargo                                     |          0
 Las Vegas, NV                | NV           | Colorado Springs, CO      | Allegiant Air                                           |          0
 Burbank, CA                  | CA           | Eagle, CO                 | Avjet Corporation                                       |          4
 Salt Lake City, UT           | UT           | Aspen, CO                 | Avjet Corporation                                       |          2
 Philadelphia, PA             | PA           | Denver, CO                | American Airlines Inc.                                  |         56
 Atlanta, GA                  | GA           | Colorado Springs, CO      | Delta Air Lines Inc.                                    |        160
 Atlanta, GA                  | GA           | Denver, CO                | Delta Air Lines Inc.                                    |         30
 Atlanta, GA                  | GA           | Denver, CO                | Delta Air Lines Inc.                                    |        150
 Casper, WY                   | WY           | Denver, CO                | Delta Air Lines Inc.                                    |        103
 Detroit, MI                  | MI           | Denver, CO                | Delta Air Lines Inc.                                    |        147
 Minneapolis, MN              | MN           | Denver, CO                | Delta Air Lines Inc.                                    |        160
 Oklahoma City, OK            | OK           | Denver, CO                | Delta Air Lines Inc.                                    |        156
 San Francisco, CA            | CA           | Denver, CO                | Delta Air Lines Inc.                                    |         61
 Salt Lake City, UT           | UT           | Denver, CO                | Delta Air Lines Inc.                                    |         52
 Hartford, CT                 | CT           | Denver, CO                | Miami Air International                                 |          0
 Oakland, CA                  | CA           | Colorado Springs, CO      | Miami Air International                                 |         27
 Scottsbluff, NE              | NE           | Denver, CO                | United Air Lines Inc.                                   |        126
 Kansas City, MO              | MO           | Denver, CO                | United Air Lines Inc.                                   |         58
 Cheyenne, WY                 | WY           | Denver, CO                | Southwest Airlines Co.                                  |        278
 Cheyenne, WY                 | WY           | Denver, CO                | Southwest Airlines Co.                                  |        175
 Dallas, TX                   | TX           | Colorado Springs, CO      | Southwest Airlines Co.                                  |        141
 San Jose, CA                 | CA           | Colorado Springs, CO      | Southwest Airlines Co.                                  |        140
 Austin, TX                   | TX           | Denver, CO                | Jet Aviation Flight Services, Inc.                      |          1
 Columbus, OH                 | OH           | Denver, CO                | Jet Aviation Flight Services, Inc.                      |          0
 Sugar Land, TX               | TX           | Aspen, CO                 | Jet Aviation Flight Services, Inc.                      |          6
 Phoenix, AZ                  | AZ           | Denver, CO                | Swift Air, LLC                                          |         30
 Brownsville, TX              | TX           | Denver, CO                | Swift Air, LLC                                          |         15
 Wendover, UT                 | UT           | Grand Junction, CO        | Swift Air, LLC                                          |        138
 Rochester, NY                | NY           | Denver, CO                | Swift Air, LLC                                          |          0
 Tulsa, OK                    | OK           | Denver, CO                | Swift Air, LLC                                          |         20
 Chicago, IL                  | IL           | Denver, CO                | Kalitta Charters II                                     |          0
 Reno, NV                     | NV           | Denver, CO                | CFM Inc d/b/a Contour Airlines                          |         13
 Bullhead City, AZ            | AZ           | Denver, CO                | Sun Country Airlines d/b/a MN Airlines                  |        129
 Bullhead City, AZ            | AZ           | Fort Collins/Loveland, CO | Sun Country Airlines d/b/a MN Airlines                  |        148
 Bullhead City, AZ            | AZ           | Montrose/Delta, CO        | Sun Country Airlines d/b/a MN Airlines                  |         93
 Bullhead City, AZ            | AZ           | Pueblo, CO                | Sun Country Airlines d/b/a MN Airlines                  |        156
 Gadsden, AL                  | AL           | Pueblo, CO                | USA Jet Airlines Inc.                                   |          0
 Cincinnati, OH               | KY           | Denver, CO                | Southern Air Inc.                                       |          0
 Seattle, WA                  | WA           | Colorado Springs, CO      | Alaska Airlines Inc.                                    |        156
 Scottsbluff, NE              | NE           | Denver, CO                | Trans States Airlines                                   |         49
 Scottsbluff, NE              | NE           | Denver, CO                | Peninsula Airways Inc.                                  |        329
 Dodge City, KS               | KS           | Denver, CO                | Peninsula Airways Inc.                                  |        116
 Kearney, NE                  | NE           | Denver, CO                | Peninsula Airways Inc.                                  |        600
 North Platte, NE             | NE           | Denver, CO                | Peninsula Airways Inc.                                  |        422
 Liberal, KS                  | KS           | Denver, CO                | Peninsula Airways Inc.                                  |          5
 Liberal, KS                  | KS           | Denver, CO                | Peninsula Airways Inc.                                  |        153
 Scottsbluff, NE              | NE           | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |         20
 Williston, ND                | ND           | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |        121
 Las Vegas, NV                | NV           | Grand Junction, CO        | Allegiant Air                                           |        151
 Orlando, FL                  | FL           | Denver, CO                | American Airlines Inc.                                  |        154
 Chicago, IL                  | IL           | Colorado Springs, CO      | American Airlines Inc.                                  |        150
 Raleigh/Durham, NC           | NC           | Denver, CO                | American Airlines Inc.                                  |        142
 San Francisco, CA            | CA           | Denver, CO                | American Airlines Inc.                                  |        150
 Salt Lake City, UT           | UT           | Colorado Springs, CO      | American Airlines Inc.                                  |        133
 Detroit, MI                  | MI           | Denver, CO                | Delta Air Lines Inc.                                    |        154
 Minneapolis, MN              | MN           | Denver, CO                | Delta Air Lines Inc.                                    |        106
 Minneapolis, MN              | MN           | Denver, CO                | Delta Air Lines Inc.                                    |        160
 Grand Rapids, MI             | MI           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |         55
 Cody, WY                     | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |         35
 Casper, WY                   | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |         48
 Washington, DC               | VA           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Dallas/Fort Worth, TX        | TX           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Houston, TX                  | TX           | Denver, CO                | SkyWest Airlines Inc.                                   |          0
 Jackson, WY                  | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |         34
 Laramie, WY                  | WY           | Denver, CO                | SkyWest Airlines Inc.                                   |         53
 Los Angeles, CA              | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |          0
 Little Rock, AR              | AR           | Denver, CO                | SkyWest Airlines Inc.                                   |         62
 Medford, OR                  | OR           | Denver, CO                | SkyWest Airlines Inc.                                   |         16
 Missoula, MT                 | MT           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Chicago, IL                  | IL           | Denver, CO                | SkyWest Airlines Inc.                                   |          0
 Portland, OR                 | OR           | Denver, CO                | SkyWest Airlines Inc.                                   |         76
 Pasco/Kennewick/Richland, WA | WA           | Grand Junction, CO        | SkyWest Airlines Inc.                                   |         41
 San Diego, CA                | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |         69
 San Antonio, TX              | TX           | Denver, CO                | SkyWest Airlines Inc.                                   |         65
 St. George, UT               | UT           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |         45
 Sacramento, CA               | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |         68
 Santa Ana, CA                | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |         67
 Albuquerque, NM              | NM           | Denver, CO                | United Air Lines Inc.                                   |        140
 Hartford, CT                 | CT           | Denver, CO                | United Air Lines Inc.                                   |        151
 Boston, MA                   | MA           | Denver, CO                | United Air Lines Inc.                                   |        127
 Bozeman, MT                  | MT           | Denver, CO                | United Air Lines Inc.                                   |         84
 Washington, DC               | VA           | Denver, CO                | United Air Lines Inc.                                   |        173
 Houston, TX                  | TX           | Denver, CO                | United Air Lines Inc.                                   |        161
 Houston, TX                  | TX           | Denver, CO                | United Air Lines Inc.                                   |        207
 Kansas City, MO              | MO           | Denver, CO                | United Air Lines Inc.                                   |        107
 Orlando, FL                  | FL           | Denver, CO                | United Air Lines Inc.                                   |        166
 Palm Springs, CA             | CA           | Denver, CO                | United Air Lines Inc.                                   |        164
 Palm Springs, CA             | CA           | Denver, CO                | United Air Lines Inc.                                   |         97
 Richmond, VA                 | VA           | Denver, CO                | United Air Lines Inc.                                   |        138
 Reno, NV                     | NV           | Denver, CO                | United Air Lines Inc.                                   |         38
 San Antonio, TX              | TX           | Denver, CO                | United Air Lines Inc.                                   |        128
 Santa Barbara, CA            | CA           | Denver, CO                | United Air Lines Inc.                                   |        109
 San Francisco, CA            | CA           | Denver, CO                | United Air Lines Inc.                                   |        129
 San Francisco, CA            | CA           | Denver, CO                | United Air Lines Inc.                                   |        385
 Santa Ana, CA                | CA           | Denver, CO                | United Air Lines Inc.                                   |        159
 St. Louis, MO                | MO           | Denver, CO                | United Air Lines Inc.                                   |        157
 St. Louis, MO                | MO           | Denver, CO                | United Air Lines Inc.                                   |        125
 Tulsa, OK                    | OK           | Denver, CO                | United Air Lines Inc.                                   |        123
 Charleston, SC               | SC           | Denver, CO                | Southwest Airlines Co.                                  |        107
 Cleveland, OH                | OH           | Denver, CO                | Southwest Airlines Co.                                  |        139
 Detroit, MI                  | MI           | Denver, CO                | Southwest Airlines Co.                                  |        123
 Grand Rapids, MI             | MI           | Denver, CO                | Southwest Airlines Co.                                  |         84
 New Orleans, LA              | LA           | Denver, CO                | Southwest Airlines Co.                                  |        175
 Pittsburgh, PA               | PA           | Denver, CO                | Southwest Airlines Co.                                  |        143
 Reno, NV                     | NV           | Denver, CO                | Southwest Airlines Co.                                  |        140
 Fort Myers, FL               | FL           | Denver, CO                | Southwest Airlines Co.                                  |        171
 Sacramento, CA               | CA           | Denver, CO                | Southwest Airlines Co.                                  |        140
 Atlanta, GA                  | GA           | Denver, CO                | Republic Airlines                                       |         61
 Wichita, KS                  | KS           | Denver, CO                | Republic Airlines                                       |         52
 Louisville, KY               | KY           | Denver, CO                | Republic Airlines                                       |         67
 Tulsa, OK                    | OK           | Denver, CO                | Republic Airlines                                       |         52
 Cincinnati, OH               | KY           | Denver, CO                | Frontier Airlines Inc.                                  |        134
 Detroit, MI                  | MI           | Denver, CO                | Frontier Airlines Inc.                                  |        142
 Washington, DC               | VA           | Denver, CO                | Frontier Airlines Inc.                                  |        132
 Houston, TX                  | TX           | Denver, CO                | Frontier Airlines Inc.                                  |        171
 Indianapolis, IN             | IN           | Denver, CO                | Frontier Airlines Inc.                                  |        150
 Orlando, FL                  | FL           | Denver, CO                | Frontier Airlines Inc.                                  |        169
 Missoula, MT                 | MT           | Denver, CO                | Frontier Airlines Inc.                                  |        102
 Chicago, IL                  | IL           | Denver, CO                | Frontier Airlines Inc.                                  |        180
 Phoenix, AZ                  | AZ           | Denver, CO                | Frontier Airlines Inc.                                  |        142
 St. Louis, MO                | MO           | Denver, CO                | Frontier Airlines Inc.                                  |        152
 Tampa, FL                    | FL           | Denver, CO                | Frontier Airlines Inc.                                  |          4
 Knoxville, TN                | TN           | Denver, CO                | Frontier Airlines Inc.                                  |        140
 Indianapolis, IN             | IN           | Denver, CO                | Federal Express Corporation                             |          0
 Kansas City, MO              | MO           | Denver, CO                | Federal Express Corporation                             |          0
 Memphis, TN                  | TN           | Grand Junction, CO        | Federal Express Corporation                             |          0
 Oakland, CA                  | CA           | Denver, CO                | Federal Express Corporation                             |          0
 Houston, TX                  | TX           | Denver, CO                | Spirit Air Lines                                        |        127
 Grand Rapids, MI             | MI           | Denver, CO                | Trans States Airlines                                   |         43
 Dallas/Fort Worth, TX        | TX           | Montrose/Delta, CO        | Envoy Air                                               |         44
 Salina, KS                   | KS           | Denver, CO                | Great Lakes Airlines                                    |         94
 Houston, TX                  | TX           | Denver, CO                | ExpressJet Airlines Inc.                                |         47
 Houston, TX                  | TX           | Gunnison, CO              | ExpressJet Airlines Inc.                                |         49
 Salt Lake City, UT           | UT           | Denver, CO                | United Parcel Service                                   |          0
 Salt Lake City, UT           | UT           | Denver, CO                | United Parcel Service                                   |          0
 Los Angeles, CA              | CA           | Denver, CO                | American Airlines Inc.                                  |        322
 Philadelphia, PA             | PA           | Denver, CO                | American Airlines Inc.                                  |        267
 Salt Lake City, UT           | UT           | Denver, CO                | Delta Air Lines Inc.                                    |        287
 Des Moines, IA               | IA           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        122
 Fresno, CA                   | CA           | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |          0
 Great Falls, MT              | MT           | Denver, CO                | SkyWest Airlines Inc.                                   |         65
 Chicago, IL                  | IL           | Grand Junction, CO        | SkyWest Airlines Inc.                                   |         96
 San Diego, CA                | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |        145
 Fayetteville, AR             | AR           | Denver, CO                | SkyWest Airlines Inc.                                   |        108
 Atlanta, GA                  | GA           | Denver, CO                | United Air Lines Inc.                                   |        223
 Cincinnati, OH               | KY           | Denver, CO                | United Air Lines Inc.                                   |        112
 Washington, DC               | VA           | Denver, CO                | United Air Lines Inc.                                   |        314
 Eugene, OR                   | OR           | Denver, CO                | United Air Lines Inc.                                   |        273
 Newark, NJ                   | NJ           | Denver, CO                | United Air Lines Inc.                                   |        211
 Spokane, WA                  | WA           | Denver, CO                | United Air Lines Inc.                                   |        255
 Grand Rapids, MI             | MI           | Denver, CO                | United Air Lines Inc.                                   |        220
 Wichita, KS                  | KS           | Denver, CO                | United Air Lines Inc.                                   |        149
 Las Vegas, NV                | NV           | Denver, CO                | United Air Lines Inc.                                   |        166
 Tampa, FL                    | FL           | Denver, CO                | United Air Lines Inc.                                   |        243
 Tucson, AZ                   | AZ           | Denver, CO                | United Air Lines Inc.                                   |        228
 Boise, ID                    | ID           | Denver, CO                | Southwest Airlines Co.                                  |        217
 Spokane, WA                  | WA           | Denver, CO                | Southwest Airlines Co.                                  |        281
 Portland, OR                 | OR           | Denver, CO                | Southwest Airlines Co.                                  |        274
 San Diego, CA                | CA           | Denver, CO                | Southwest Airlines Co.                                  |        275
 Seattle, WA                  | WA           | Denver, CO                | Southwest Airlines Co.                                  |        256
 San Jose, CA                 | CA           | Denver, CO                | Southwest Airlines Co.                                  |        236
 Columbus, OH                 | OH           | Denver, CO                | Republic Airlines                                       |        104
 Oklahoma City, OK            | OK           | Denver, CO                | Republic Airlines                                       |        137
 Madison, WI                  | WI           | Denver, CO                | Frontier Airlines Inc.                                  |        242
 Raleigh/Durham, NC           | NC           | Denver, CO                | Frontier Airlines Inc.                                  |        289
 San Antonio, TX              | TX           | Denver, CO                | Frontier Airlines Inc.                                  |        299
 Cincinnati, OH               | KY           | Denver, CO                | Endeavor Air Inc.                                       |        143
 Dallas/Fort Worth, TX        | TX           | Denver, CO                | American Airlines Inc.                                  |        396
 Bozeman, MT                  | MT           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        177
 Moline, IL                   | IL           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        166
 Louisville, KY               | KY           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        199
 Albuquerque, NM              | NM           | Denver, CO                | SkyWest Airlines Inc.                                   |        166
 Amarillo, TX                 | TX           | Denver, CO                | SkyWest Airlines Inc.                                   |        143
 Bozeman, MT                  | MT           | Denver, CO                | SkyWest Airlines Inc.                                   |        136
 Des Moines, IA               | IA           | Denver, CO                | SkyWest Airlines Inc.                                   |        147
 Los Angeles, CA              | CA           | Grand Junction, CO        | SkyWest Airlines Inc.                                   |         89
 Lubbock, TX                  | TX           | Denver, CO                | SkyWest Airlines Inc.                                   |         90
 Ontario, CA                  | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |        147
 Phoenix, AZ                  | AZ           | Denver, CO                | SkyWest Airlines Inc.                                   |        204
 Rapid City, SD               | SD           | Denver, CO                | SkyWest Airlines Inc.                                   |        107
 Burbank, CA                  | CA           | Denver, CO                | United Air Lines Inc.                                   |        333
 Baltimore, MD                | MD           | Denver, CO                | United Air Lines Inc.                                   |        368
 Charlotte, NC                | NC           | Denver, CO                | United Air Lines Inc.                                   |        446
 Oklahoma City, OK            | OK           | Denver, CO                | United Air Lines Inc.                                   |        471
 Chicago, IL                  | IL           | Denver, CO                | United Air Lines Inc.                                   |        346
 Palm Springs, CA             | CA           | Denver, CO                | United Air Lines Inc.                                   |        379
 Raleigh/Durham, NC           | NC           | Denver, CO                | United Air Lines Inc.                                   |        482
 Albuquerque, NM              | NM           | Denver, CO                | Southwest Airlines Co.                                  |        336
 Albany, NY                   | NY           | Denver, CO                | Southwest Airlines Co.                                  |        465
 Atlanta, GA                  | GA           | Denver, CO                | Southwest Airlines Co.                                  |        412
 Hartford, CT                 | CT           | Denver, CO                | Southwest Airlines Co.                                  |        394
 Indianapolis, IN             | IN           | Denver, CO                | Southwest Airlines Co.                                  |        395
 Long Beach, CA               | CA           | Denver, CO                | Southwest Airlines Co.                                  |        380
 New Orleans, LA              | LA           | Denver, CO                | Southwest Airlines Co.                                  |        427
 Omaha, NE                    | NE           | Denver, CO                | Southwest Airlines Co.                                  |        311
 Ontario, CA                  | CA           | Denver, CO                | Southwest Airlines Co.                                  |        400
 Norfolk, VA                  | VA           | Denver, CO                | Southwest Airlines Co.                                  |        508
 Albuquerque, NM              | NM           | Denver, CO                | Republic Airlines                                       |        203
 Birmingham, AL               | AL           | Denver, CO                | Republic Airlines                                       |        144
 Cleveland, OH                | OH           | Denver, CO                | Republic Airlines                                       |        200
 Dallas/Fort Worth, TX        | TX           | Denver, CO                | Republic Airlines                                       |        198
 Des Moines, IA               | IA           | Denver, CO                | Republic Airlines                                       |        196
 Memphis, TN                  | TN           | Denver, CO                | Republic Airlines                                       |        200
 Minneapolis, MN              | MN           | Denver, CO                | Republic Airlines                                       |        198
 New Orleans, LA              | LA           | Denver, CO                | Republic Airlines                                       |        197
 Omaha, NE                    | NE           | Denver, CO                | Republic Airlines                                       |        206
 San Antonio, TX              | TX           | Denver, CO                | Republic Airlines                                       |        192
 Fayetteville, AR             | AR           | Denver, CO                | Republic Airlines                                       |        130
 Cedar Rapids/Iowa City, IA   | IA           | Denver, CO                | Frontier Airlines Inc.                                  |        425
 Indianapolis, IN             | IN           | Denver, CO                | Frontier Airlines Inc.                                  |        517
 Minneapolis, MN              | MN           | Denver, CO                | Frontier Airlines Inc.                                  |        381
 Billings, MT                 | MT           | Denver, CO                | Trans States Airlines                                   |        126
 Kansas City, MO              | MO           | Denver, CO                | Trans States Airlines                                   |        143
 Shreveport, LA               | LA           | Denver, CO                | Trans States Airlines                                   |         92
 Tucson, AZ                   | AZ           | Denver, CO                | Trans States Airlines                                   |        139
 Chicago, IL                  | IL           | Colorado Springs, CO      | ExpressJet Airlines Inc.                                |        142
 Ontario, CA                  | CA           | Denver, CO                | United Parcel Service                                   |          0
 Los Angeles, CA              | CA           | Grand Junction, CO        | Compass Airlines                                        |        169
 Dallas/Fort Worth, TX        | TX           | Denver, CO                | American Airlines Inc.                                  |        541
 Albuquerque, NM              | NM           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        210
 Dallas/Fort Worth, TX        | TX           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        274
 Spokane, WA                  | WA           | Denver, CO                | SkyWest Airlines Inc.                                   |        187
 Los Angeles, CA              | CA           | Durango, CO               | SkyWest Airlines Inc.                                   |        160
 Kansas City, MO              | MO           | Denver, CO                | SkyWest Airlines Inc.                                   |        191
 Missoula, MT                 | MT           | Denver, CO                | SkyWest Airlines Inc.                                   |        168
 Minneapolis, MN              | MN           | Denver, CO                | SkyWest Airlines Inc.                                   |        293
 Omaha, NE                    | NE           | Denver, CO                | SkyWest Airlines Inc.                                   |        144
 Springfield, MO              | MO           | Denver, CO                | SkyWest Airlines Inc.                                   |        253
 Atlanta, GA                  | GA           | Denver, CO                | United Air Lines Inc.                                   |        462
 Bozeman, MT                  | MT           | Denver, CO                | United Air Lines Inc.                                   |        509
 Cedar Rapids/Iowa City, IA   | IA           | Denver, CO                | United Air Lines Inc.                                   |        395
 Columbus, OH                 | OH           | Denver, CO                | United Air Lines Inc.                                   |        577
 Columbus, OH                 | OH           | Denver, CO                | United Air Lines Inc.                                   |        540
 Cincinnati, OH               | KY           | Denver, CO                | United Air Lines Inc.                                   |        438
 Detroit, MI                  | MI           | Denver, CO                | United Air Lines Inc.                                   |        684
 Kalispell, MT                | MT           | Denver, CO                | United Air Lines Inc.                                   |        397
 Lihue, HI                    | HI           | Denver, CO                | United Air Lines Inc.                                   |        642
 Madison, WI                  | WI           | Denver, CO                | United Air Lines Inc.                                   |        617
 Reno, NV                     | NV           | Denver, CO                | United Air Lines Inc.                                   |        650
 Albuquerque, NM              | NM           | Denver, CO                | Southwest Airlines Co.                                  |        660
 Charleston, SC               | SC           | Denver, CO                | Southwest Airlines Co.                                  |        624
 Milwaukee, WI                | WI           | Denver, CO                | Southwest Airlines Co.                                  |        561
 Minneapolis, MN              | MN           | Denver, CO                | Southwest Airlines Co.                                  |        543
 Norfolk, VA                  | VA           | Denver, CO                | Southwest Airlines Co.                                  |        542
 San Antonio, TX              | TX           | Denver, CO                | Southwest Airlines Co.                                  |        649
 Salt Lake City, UT           | UT           | Denver, CO                | Southwest Airlines Co.                                  |        516
 Tucson, AZ                   | AZ           | Denver, CO                | Southwest Airlines Co.                                  |        551
 El Paso, TX                  | TX           | Denver, CO                | Republic Airlines                                       |        242
 Salt Lake City, UT           | UT           | Denver, CO                | Republic Airlines                                       |        208
 Milwaukee, WI                | WI           | Denver, CO                | Frontier Airlines Inc.                                  |        577
 Santa Ana, CA                | CA           | Denver, CO                | Frontier Airlines Inc.                                  |        567
 Wichita, KS                  | KS           | Denver, CO                | Trans States Airlines                                   |        158
 Chicago, IL                  | IL           | Montrose/Delta, CO        | Envoy Air                                               |        211
 Salt Lake City, UT           | UT           | Denver, CO                | United Parcel Service                                   |          0
 Indianapolis, IN             | IN           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        328
 Billings, MT                 | MT           | Denver, CO                | SkyWest Airlines Inc.                                   |        163
 Kansas City, MO              | MO           | Denver, CO                | SkyWest Airlines Inc.                                   |        335
 Memphis, TN                  | TN           | Denver, CO                | SkyWest Airlines Inc.                                   |        357
 Palm Springs, CA             | CA           | Denver, CO                | SkyWest Airlines Inc.                                   |        124
 Salt Lake City, UT           | UT           | Denver, CO                | SkyWest Airlines Inc.                                   |        201
 Boise, ID                    | ID           | Denver, CO                | United Air Lines Inc.                                   |        738
 Charlotte, NC                | NC           | Denver, CO                | United Air Lines Inc.                                   |        852
 Fort Lauderdale, FL          | FL           | Denver, CO                | United Air Lines Inc.                                   |        823
 Spokane, WA                  | WA           | Denver, CO                | United Air Lines Inc.                                   |        564
 Kansas City, MO              | MO           | Denver, CO                | United Air Lines Inc.                                   |        697
 Oklahoma City, OK            | OK           | Denver, CO                | United Air Lines Inc.                                   |        804
 Ontario, CA                  | CA           | Denver, CO                | United Air Lines Inc.                                   |        656
 Portland, OR                 | OR           | Denver, CO                | United Air Lines Inc.                                   |        699
 Seattle, WA                  | WA           | Denver, CO                | United Air Lines Inc.                                   |        605
 San Jose, CA                 | CA           | Denver, CO                | United Air Lines Inc.                                   |        613
 Tucson, AZ                   | AZ           | Denver, CO                | United Air Lines Inc.                                   |        619
 Nashville, TN                | TN           | Denver, CO                | Southwest Airlines Co.                                  |        619
 Houston, TX                  | TX           | Denver, CO                | Southwest Airlines Co.                                  |        686
 Long Beach, CA               | CA           | Denver, CO                | Southwest Airlines Co.                                  |        673
 Oklahoma City, OK            | OK           | Denver, CO                | Southwest Airlines Co.                                  |        715
 Pittsburgh, PA               | PA           | Denver, CO                | Southwest Airlines Co.                                  |        821
 St. Louis, MO                | MO           | Denver, CO                | Southwest Airlines Co.                                  |        700
 St. Louis, MO                | MO           | Denver, CO                | Republic Airlines                                       |        331
 Phoenix, AZ                  | AZ           | Denver, CO                | Frontier Airlines Inc.                                  |       1091
 Minneapolis, MN              | MN           | Denver, CO                | Sun Country Airlines d/b/a MN Airlines                  |        653
 Cheyenne, WY                 | WY           | Denver, CO                | Great Lakes Airlines                                    |         14
 Minneapolis, MN              | MN           | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |        390
 Chicago, IL                  | IL           | Montrose/Delta, CO        | GoJet Airlines LLC d/b/a United Express                 |        332
 Atlanta, GA                  | GA           | Denver, CO                | SkyWest Airlines Inc.                                   |        382
